Sigla;Código;Município;Anos de estudo - média - pessoas 25 anos e mais (1970);Anos de estudo - média - pessoas 25 anos e mais (1970);Anos de estudo - média - pessoas 25 anos e mais (1980);Anos de estudo - média - pessoas 25 anos e mais (1980);Anos de estudo - média - pessoas 25 anos e mais (1991);Anos de estudo - média - pessoas 25 anos e mais (1991);Anos de estudo - média - pessoas 25 anos e mais (2000);Anos de estudo - média - pessoas 25 anos e mais (2000)
SC;4212106;Palmitos;3;;3.7;;4.2;4.228;;5.021
SC;4212205;Papanduva;1.8;;2.7;;4.1;4.087;;4.408
SC;4212239;Paraíso;;;;;;3.405;;3.99
SC;4212254;Passo de Torres;;;;;;3.738;;5.251
SC;4212270;Passos Maia;;;;;;3.366;;3.867
SC;4212304;Paulo Lopes;1.3;;2.1;;3.2;3.385;;4.437
SC;4212403;Pedras Grandes;1.8;;2.7;;3.9;3.837;;4.486
SC;4212502;Penha;1.4;;2.5;;4.1;4.107;;5.142
SC;4212601;Peritiba;3.1;;3.7;;4.3;4.476;;5.049
SC;4212650;Pescaria Brava;;;;;;;;
SC;4212700;Petrolândia;2;;2.8;;3.8;3.845;;4.552
SC;4212809;Piçarras;2;;3;;4.7;4.757;;6.036
SC;4212908;Pinhalzinho;3.1;;3.8;;4.8;4.787;;5.558
SC;4213005;Pinheiro Preto;2.6;;3.6;;5;4.903;;5.466
SC;4213104;Piratuba;2.3;;3.2;;4;4.054;;5.294
SC;4213153;Planalto Alegre;;;;;;3.386;;4.285
SC;4213203;Pomerode;3.3;;4.2;;4.7;4.733;;5.836
SC;4213302;Ponte Alta;1.8;;2.6;;3.9;3.815;;4.279
SC;4213351;Ponte Alta do Norte;;;;;;3.299;;4.301
SC;4213401;Ponte Serrada;2.1;;2.6;;4.1;4.238;;4.59
SC;4213500;Porto Belo;1.8;;3.2;;4.5;4.629;;5.889
SC;4213609;Porto União;3.3;;4.1;;5.6;5.591;;6.442
SC;4213708;Pouso Redondo;2.1;;2.8;;3.9;3.907;;4.39
SC;4213807;Praia Grande;1.6;;2.5;;3.5;3.516;;4.704
SC;4213906;Presidente Castelo Branco;2.3;;2.8;;4.3;4.175;;4.319
SC;4214003;Presidente Getúlio;2.7;;3.7;;4.5;4.556;;5.384
SC;4214102;Presidente Nereu;1.5;;2.2;;3.3;3.293;;3.901
SC;4214151;Princesa;;;;;;3.43;;3.885
SC;4214201;Quilombo;2.1;;2.7;;3.7;3.852;;4.853
SC;4214300;Rancho Queimado;2;;2.9;;4.1;3.697;;4.281
SC;4214409;Rio das Antas;2.5;;3.1;;4.3;4.183;;4.776
SC;4214508;Rio do Campo;2;;3.2;;3.8;3.834;;4.558
SC;4214607;Rio do Oeste;2.8;;3.4;;4.4;4.387;;4.871
SC;4214706;Rio dos Cedros;3;;3.3;;4.5;4.45;;5.108
SC;4214805;Rio do Sul;3.3;;4.3;;5.6;5.563;;6.347
SC;4214904;Rio Fortuna;2.8;;3.8;;4.6;4.705;;5.46
SC;4215000;Rio Negrinho;2.7;;3.8;;4.9;4.79;;5.55
SC;4215059;Rio Rufino;;;;;;3.648;;4.343
SC;4215075;Riqueza;;;;;;3.61;;4.375
SC;4215109;Rodeio;2.8;;4;;4.8;4.858;;5.574
SC;4215208;Romelândia;2.2;;2.8;;3.7;3.808;;4.103
SC;4215307;Salete;2.7;;3.3;;4.1;4.01;;4.835
SC;4215356;Saltinho;;;;;;3.29;;3.59
SC;4215406;Salto Veloso;2.4;;3.4;;4.3;4.306;;5.318
SC;4215455;Sangão;;;;;;3.72;;4.104
SC;4215505;Santa Cecília;1.8;;2.7;;3.9;3.913;;4.682
SC;4215554;Santa Helena;;;;;;4.006;;4.22
SC;4215604;Santa Rosa de Lima;2.1;;3;;3.7;3.958;;4.838
SC;4215653;Santa Rosa do Sul;;;;;3.5;3.467;;5.356
SC;4215679;Santa Terezinha;;;;;;3.241;;4.067
SC;4215687;Santa Terezinha do Progresso;;;;;;3.275;;3.538
SC;4215695;Santiago do Sul;;;;;;3.329;;3.974
SC;4215703;Santo Amaro da Imperatriz;2.5;;3.4;;5.1;5.134;;5.843
SC;4215752;São Bernardino;;;;;;3.378;;3.914
SC;4215802;São Bento do Sul;3.6;;4.2;;5;4.993;;6.205
SC;4215901;São Bonifácio;2.1;;3.1;;4.1;4.232;;4.66
SC;4216008;São Carlos;3.7;;3.9;;4.8;4.793;;5.481
SC;4216057;São Cristovão do Sul;;;;;;3.406;;4.302
SC;4216107;São Domingos;1.5;;2.8;;3.8;4.019;;5.112
SC;4216206;São Francisco do Sul;3.1;;4;;5.4;5.704;;6.399
SC;4216255;São João do Oeste;;;;;;5.002;;5.628
SC;4216305;São João Batista;2.1;;3.2;;4.4;4.338;;5.541
SC;4216354;São João do Itaperiú;;;;;;3.337;;4.395
SC;4216404;São João do Sul;1.4;;2.3;;3.6;3.448;;4.249
SC;4216503;São Joaquim;2.2;;3.2;;4.7;4.68;;5.449
SC;4216602;São José;2.4;;4.8;;6.8;6.936;;7.552
SC;4216701;São José do Cedro;2.6;;3.4;;4.2;4.403;;5.121
SC;4216800;São José do Cerrito;1.5;;2.1;;3.5;3.429;;3.938
SC;4216909;São Lourenço do Oeste;2.1;;3;;4.1;4.259;;5.024
SC;4217006;São Ludgero;2.7;;3.5;;4.8;4.904;;5.756
SC;4217105;São Martinho;2.8;;3.4;;4.2;4.328;;5.144
SC;4217154;São Miguel da Boa Vista;;;;;;3.76;;3.964
SC;4217204;São Miguel do Oeste;2.8;;3.8;;4.8;5.388;;6.272
SC;4217253;São Pedro de Alcântara;;;;;;3.991;;4.929
SC;4217303;Saudades;3.4;;3.9;;4.5;4.514;;4.963
SC;4217402;Schroeder;3.1;;3.5;;4.9;4.689;;5.793
SC;4217501;Seara;1.8;;3.3;;4.2;4.393;;5.225
SC;4217550;Serra Alta;;;;;4.1;4.072;;4.649
SC;4217600;Siderópolis;2.4;;3.5;;4.8;5.032;;5.868
SC;4217709;Sombrio;1.8;;2.7;;4.1;4.146;;5.044
SC;4217758;Sul Brasil;;;;;;3.55;;4.044
SC;4217808;Taió;2.6;;3.4;;4.2;4.498;;5.109
SC;4217907;Tangará;2;;3.4;;4.2;4.319;;5.057
SC;4217956;Tigrinhos;;;;;;3.286;;3.821
SC;4218004;Tijucas;2.3;;3.4;;4.7;4.693;;5.776
SC;4218103;Timbé do Sul;1.7;;2.2;;3.6;3.541;;4.231
SC;4218202;Timbó;3.7;;4.3;;5.6;5.55;;6.344
SC;4218251;Timbó Grande;;;;;3.2;3.078;;3.936
SC;4218301;Três Barras;2.2;;3.4;;4.1;4.123;;5.234
SC;4218350;Treviso;;;;;;4.171;;4.59
SC;4218400;Treze de Maio;1.7;;2.6;;3.7;3.788;;4.397
SC;4218509;Treze Tílias;2.5;;3.7;;4.4;4.601;;5.564
SC;4218608;Trombudo Central;2.7;;3.3;;4.4;4.58;;5.138
SC;4218707;Tubarão;2.9;;4.3;;5.9;6.049;;7.001
SC;4218756;Tunápolis;;;;;4.9;4.916;;5.449
SC;4218806;Turvo;2.1;;3;;4.2;4.36;;5.472
SC;4218855;União do Oeste;;;;;3.6;3.692;;4.189
SC;4218905;Urubici;2.3;;3.2;;4.4;4.444;;5.085
SC;4218954;Urupema;;;;;4.1;3.895;;4.822
SC;4219002;Urussanga;2.3;;3.6;;5;4.989;;6.018
SC;4219101;Vargeão;1.9;;3;;4.4;4.018;;4.841
SC;4219150;Vargem;;;;;;3.252;;4.103
SC;4219176;Vargem Bonita;;;;;;4.221;;5.106
SC;4219200;Vidal Ramos;1.9;;2.6;;3.4;3.519;;4.383
SC;4219309;Videira;2.9;;4;;5.4;5.487;;6.217
SC;4219358;Vitor Meireles;;;;;3.4;3.352;;4.017
SC;4219408;Witmarsum;2.2;;3.3;;3.7;3.763;;4.402
SC;4219507;Xanxerê;2.3;;3.6;;4.9;5.127;;5.902
SC;4219606;Xavantina;1.7;;2.8;;3.6;3.765;;4.458
SC;4219705;Xaxim;1.7;;2.9;;4.3;4.358;;5.297
SC;4219853;Zortéa;;;;;;3.763;;4.86
SC;4220000;Balneário Rincão;;;;;;;;
SC;4299919;São Miguel;;;;;;;;
SE;2800100;Amparo de São Francisco;0.9;;0.8;;1.6;1.803;;3.095
SE;2800209;Aquidabã;0.7;;1.1;;2.2;2.258;;3.157
SE;2800308;Aracaju;3.1;;4.9;;6.7;6.708;;7.528
SE;2800407;Arauá;0.5;;0.8;;1.8;1.829;;3.033
SE;2800506;Areia Branca;0.5;;0.9;;1.8;1.856;;3.172
SE;2800605;Barra dos Coqueiros;1.1;;1.9;;4.1;4.067;;5.282
SE;2800670;Boquim;0.8;;1.3;;2.8;2.784;;3.451
SE;2800704;Brejo Grande;0.6;;1;;1.7;1.689;;2.73
SE;2801009;Campo do Brito;0.5;;1;;1.9;1.93;;2.917
SE;2801108;Canhoba;0.4;;1.3;;2.2;1.95;;2.955
SE;2801207;Canindé de São Francisco;0.1;;0.4;;1.5;1.543;;2.58
SE;2801306;Capela;1;;1.3;;2.3;2.285;;3.157
SE;2801405;Carira;0.3;;0.8;;1.2;1.237;;2.093
SE;2801504;Carmópolis;0.7;;1.4;;3.3;3.173;;4.36
SE;2801603;Cedro de São João;1.2;;2;;3.2;3.142;;4.74
SE;2801702;Cristinápolis;0.4;;0.8;;1.6;1.619;;2.701
SE;2801900;Cumbe;0.3;;1;;1.9;1.854;;3.045
SE;2802007;Divina Pastora;0.4;;0.9;;2.9;2.79;;3.739
SE;2802106;Estância;1.3;;2.3;;3.4;3.376;;4.261
SE;2802205;Feira Nova;0.4;;0.8;;1.3;1.456;;2.852
SE;2802304;Frei Paulo;1;;1.2;;2;2.024;;3.219
SE;2802403;Gararu;0.4;;0.5;;1.7;1.633;;2.576
SE;2802502;General Maynard;0.8;;1.6;;2.8;2.982;;4.077
SE;2802601;Gracho Cardoso;0.6;;1.1;;1.9;1.746;;3.049
SE;2802700;Ilha das Flores;0.9;;0.9;;2.1;2.189;;3.578
SE;2802809;Indiaroba;0.9;;0.9;;1.6;1.599;;2.709
SE;2802908;Itabaiana;0.8;;1.5;;2.7;2.745;;3.508
SE;2803005;Itabaianinha;0.4;;0.8;;1.7;1.65;;2.683
SE;2803104;Itabi;0.8;;1.2;;2.2;2.063;;2.942
SE;2803203;Itaporanga d'Ajuda;0.5;;1;;1.4;1.463;;3.078
SE;2803302;Japaratuba;1;;1.2;;2.7;2.668;;3.897
SE;2803401;Japoatã;0.6;;0.8;;1.6;1.571;;2.552
SE;2803500;Lagarto;0.8;;1.4;;2.5;2.459;;3.379
SE;2803609;Laranjeiras;0.9;;1.5;;3;2.956;;4.376
SE;2803708;Macambira;0.5;;0.9;;1.7;1.774;;2.737
SE;2803807;Malhada dos Bois;0.7;;0.9;;2.3;1.919;;3.597
SE;2803906;Malhador;0.7;;0.8;;2.4;2.307;;3.216
SE;2804003;Maruim;1.5;;1.6;;2.9;2.892;;4.116
SE;2804102;Moita Bonita;0.4;;0.9;;1.9;1.965;;2.738
SE;2804201;Monte Alegre de Sergipe;0.4;;0.6;;1.4;1.439;;2.454
SE;2804300;Muribeca;1;;0.6;;1.9;1.967;;3.266
SE;2804409;Neópolis;1.1;;1.6;;3;3.274;;3.951
SE;2804458;Nossa Senhora Aparecida;0.2;;0.5;;1.2;1.109;;2.078
SE;2804508;Nossa Senhora da Glória;0.4;;1.1;;2.1;2.087;;3.182
SE;2804607;Nossa Senhora das Dores;0.7;;1.1;;2;2.025;;3.203
SE;2804706;Nossa Senhora de Lourdes;0.3;;0.7;;1.9;2.034;;3.01
SE;2804805;Nossa Senhora do Socorro;0.9;;1.4;;4.1;4.085;;5.463
SE;2804904;Pacatuba;0.5;;0.7;;1.4;1.478;;2.588
SE;2805000;Pedra Mole;0.4;;0.7;;1.7;1.821;;2.724
SE;2805109;Pedrinhas;0.6;;1.1;;2.2;2.246;;3.402
SE;2805208;Pinhão;0.7;;1.1;;1.7;1.582;;2.705
SE;2805307;Pirambu;0.6;;1.1;;2.5;2.413;;3.598
SE;2805406;Poço Redondo;0.2;;0.4;;1;1.026;;2.045
SE;2805505;Poço Verde;0.8;;0.7;;1.7;1.694;;2.639
SE;2805604;Porto da Folha;0.9;;0.8;;1.8;1.828;;2.575
SE;2805703;Propriá;1.9;;2.2;;3.7;3.723;;4.928
SE;2805802;Riachão do Dantas;0.6;;0.7;;1.4;1.359;;2.292
SE;2805901;Riachuelo;0.6;;1.3;;2.7;2.693;;4.161
SE;2806008;Ribeirópolis;0.5;;1.1;;2;1.997;;3.138
SE;2806107;Rosário do Catete;1.2;;2.1;;3.2;3.137;;4.397
SE;2806206;Salgado;0.7;;0.9;;2;1.94;;2.964
SE;2806305;Santa Luzia do Itanhy;0.5;;0.7;;1.2;1.227;;1.977
SE;2806404;Santana do São Francisco;;;;;;2.032;;3.651
SE;2806503;Santa Rosa de Lima;0.5;;1.4;;2;2.025;;3.114
SE;2806602;Santo Amaro das Brotas;1;;1.6;;2.4;2.479;;3.75
SE;2806701;São Cristóvão;0.9;;1.6;;3.9;3.903;;5.15
SE;2806800;São Domingos;0.2;;0.6;;1.5;1.488;;2.245
SE;2806909;São Francisco;0.7;;1;;2.5;2.221;;3.396
SE;2807006;São Miguel do Aleixo;0.2;;0.6;;1.2;1.178;;2.274
SE;2807105;Simão Dias;0.7;;1;;2;2.034;;2.982
SE;2807204;Siriri;0.5;;1.2;;2.2;2.154;;3.632
SE;2807303;Telha;0.8;;0.5;;1.9;2.179;;3.32
SE;2807402;Tobias Barreto;0.4;;0.6;;1.9;1.864;;2.929
SE;2807501;Tomar do Geru;0.3;;0.8;;1.3;1.355;;2.239
SE;2807600;Umbaúba;0.4;;1;;1.9;1.905;;2.758
SP;3500105;Adamantina;2.4;;3.7;;5.2;5.188;;6.365
SP;3500204;Adolfo;1.6;;2.3;;3.9;3.865;;4.776
SP;3500303;Aguaí;2.4;;3.4;;4.4;4.364;;5.27
SP;3500402;Águas da Prata;2.1;;3.6;;5.1;5.034;;6.102
SP;3500501;Águas de Lindóia;2.5;;3.4;;4.6;4.602;;5.492
SP;3500550;Águas de Santa Bárbara;2.2;;3;;4.5;4.809;;5.778
SP;3500600;Águas de São Pedro;4.9;;4.9;;7.1;7.095;;8.426
SP;3500709;Agudos;2.4;;3.5;;4.7;4.765;;5.966
SP;3500758;Alambari;;;;;;3.142;;4.577
SP;3500808;Alfredo Marcondes;1.4;;2.6;;4.2;4.075;;5.192
SP;3500907;Altair;1.3;;2.4;;4.2;3.955;;4.678
SP;3501004;Altinópolis;2.2;;3.3;;4.4;4.39;;5.257
SP;3501103;Alto Alegre;1;;2.4;;3.7;3.685;;4.848
SP;3501152;Alumínio;;;;;;5.289;;6.66
SP;3501202;Álvares Florence;1.3;;2.3;;3.6;3.741;;4.785
SP;3501301;Álvares Machado;1.7;;2.6;;4.1;4.15;;5.523
SP;3501400;Álvaro de Carvalho;1.1;;1.7;;3.1;3.162;;4.413
SP;3501509;Alvinlândia;1.4;;2.1;;3.5;3.405;;4.535
SP;3501608;Americana;3.1;;4;;5.6;5.568;;6.932
SP;3501707;Américo Brasiliense;1.9;;2.6;;4;3.968;;5.142
SP;3501806;Américo de Campos;1.9;;2.8;;3.9;3.786;;4.886
SP;3501905;Amparo;2.9;;3.8;;5.2;5.213;;6.399
SP;3502002;Analândia;2.1;;3;;4.7;4.489;;5.744
SP;3502101;Andradina;2.1;;3.5;;4.9;4.893;;6.311
SP;3502200;Angatuba;1.9;;2.6;;3.9;4.073;;5.088
SP;3502309;Anhembi;1.9;;2.6;;4;3.953;;5.083
SP;3502408;Anhumas;1;;2.4;;4.1;3.92;;4.723
SP;3502507;Aparecida;2.9;;4.2;;5.7;5.677;;6.684
SP;3502606;Aparecida d'Oeste;0.9;;1.9;;3.2;3.258;;4.425
SP;3502705;Apiaí;1.7;;2.2;;3.3;3.728;;4.966
SP;3502754;Araçariguama;;;;;;3.598;;4.971
SP;3502804;Araçatuba;3.1;;4.3;;5.8;5.936;;7.176
SP;3502903;Araçoiaba da Serra;1.8;;2.6;;4.5;4.499;;5.735
SP;3503000;Aramina;1.9;;2.7;;4.5;4.305;;5.189
SP;3503109;Arandu;0.8;;1.8;;3.2;3.323;;4.646
SP;3503158;Arapeí;;;;;;3.183;;4.687
SP;3503208;Araraquara;3.4;;4.6;;6;6.095;;7.353
SP;3503307;Araras;2.7;;3.9;;5.1;5.14;;6.348
SP;3503356;Arco-Íris;;;;;;2.933;;3.772
SP;3503406;Arealva;1.5;;2.4;;3.3;3.415;;4.926
SP;3503505;Areias;1.7;;2.1;;3.5;3.477;;4.9
SP;3503604;Areiópolis;1.2;;1.8;;2.8;2.935;;4.117
SP;3503703;Ariranha;1.9;;2.2;;3.9;3.858;;4.675
SP;3503802;Artur Nogueira;1.9;;3;;4.2;4.219;;5.647
SP;3503901;Arujá;2;;3.6;;4.7;4.69;;6.272
SP;3503950;Aspásia;;;;;;2.792;;4.126
SP;3504008;Assis;3;;4.1;;5.6;5.844;;7.174
SP;3504107;Atibaia;2.8;;3.8;;5.1;5.106;;6.343
SP;3504206;Auriflama;1.3;;2.7;;4.6;4.557;;5.426
SP;3504305;Avaí;1.8;;2.6;;3.5;3.577;;4.833
SP;3504404;Avanhandava;1.7;;2.5;;4;4.013;;4.97
SP;3504503;Avaré;2.6;;3.9;;5.3;5.291;;6.271
SP;3504602;Bady Bassitt;1.3;;2.9;;4.4;4.381;;6.155
SP;3504701;Balbinos;1.2;;2.6;;3.7;3.957;;4.606
SP;3504800;Bálsamo;1.6;;2.6;;3.9;3.847;;5.165
SP;3504909;Bananal;1.8;;2.7;;4;4.307;;5.504
SP;3505005;Barão de Antonina;1.7;;1.8;;3.2;3.312;;4.108
SP;3505104;Barbosa;1.6;;2.3;;3.6;3.527;;4.846
SP;3505203;Bariri;2.4;;3.2;;4.9;4.904;;5.644
SP;3505302;Barra Bonita;2.3;;3.6;;5.1;5.064;;5.987
SP;3505351;Barra do Chapéu;;;;;;2.176;;3.515
SP;3505401;Barra do Turvo;0.9;;1.2;;2.3;2.314;;3.412
SP;3505500;Barretos;2.9;;4.1;;5.4;5.414;;6.778
SP;3505609;Barrinha;1.7;;2;;3.4;3.369;;4.399
SP;3505708;Barueri;2.3;;3.2;;5.1;5.008;;6.446
SP;3505807;Bastos;2.7;;3.2;;4.3;4.264;;5.306
SP;3505906;Batatais;2.8;;3.9;;5.2;5.171;;6.132
SP;3506003;Bauru;3.8;;4.9;;6.4;6.429;;7.452
SP;3506102;Bebedouro;2.7;;3.8;;5;4.997;;6.163
SP;3506201;Bento de Abreu;1.4;;2.3;;4.1;4.089;;5.284
SP;3506300;Bernardino de Campos;2.3;;3.2;;4.4;4.448;;5.376
SP;3506359;Bertioga;;;;;;4.79;;6.029
SP;3506409;Bilac;1.8;;3;;4.7;4.612;;5.806
SP;3506508;Birigui;2.7;;3.9;;5.2;5.151;;6.326
SP;3506607;Biritiba-Mirim;1.6;;2.4;;4;3.99;;5.038
SP;3506706;Boa Esperança do Sul;1.8;;2.5;;3.5;3.604;;4.575
SP;3506805;Bocaina;2;;3.2;;4.2;4.188;;5.216
SP;3506904;Bofete;1.4;;2.4;;3.4;3.439;;4.672
SP;3507001;Boituva;2.4;;3.6;;4.8;4.83;;6.047
SP;3507100;Bom Jesus dos Perdões;1.3;;2.6;;3.9;3.911;;5.176
SP;3507159;Bom Sucesso de Itararé;;;;;;2.573;;3.79
SP;3507209;Borá;1.4;;1.9;;2.9;2.784;;4.694
SP;3507308;Boracéia;1.7;;2.5;;3.6;3.543;;4.63
SP;3507407;Borborema;1.6;;2.7;;3.7;3.74;;4.637
SP;3507456;Borebi;;;;;;3.311;;4.066
SP;3507506;Botucatu;3.6;;4.8;;6.2;6.189;;7.302
SP;3507605;Bragança Paulista;2.5;;3.7;;5.2;5.41;;6.443
SP;3507704;Braúna;1.7;;2.6;;4;3.962;;5.291
SP;3507753;Brejo Alegre;;;;;;2.84;;4.139
SP;3507803;Brodowski;2.1;;3.5;;4.4;4.379;;5.595
SP;3507902;Brotas;2;;3.1;;4.2;4.238;;5.486
SP;3508009;Buri;1.7;;2.4;;3.4;3.462;;4.528
SP;3508108;Buritama;1.4;;2.7;;4.2;4.167;;5.339
SP;3508207;Buritizal;2.3;;3;;4.5;4.345;;5.034
SP;3508306;Cabrália Paulista;1.8;;2.6;;3.9;3.846;;4.417
SP;3508405;Cabreúva;1.9;;2.3;;3.4;3.445;;5.187
SP;3508504;Caçapava;3.1;;4.2;;5.7;5.671;;6.776
SP;3508603;Cachoeira Paulista;2.8;;4.1;;5.8;5.766;;6.659
SP;3508702;Caconde;1.9;;2.7;;3.8;3.763;;5.137
SP;3508801;Cafelândia;2;;3.1;;4.6;4.552;;5.701
SP;3508900;Caiabu;0.7;;1.8;;3.3;3.352;;4.337
SP;3509007;Caieiras;2.4;;3.6;;4.9;4.883;;6.267
SP;3509106;Caiuá;0.8;;1.9;;3.3;3.26;;4.417
SP;3509205;Cajamar;2;;2.6;;4;4.208;;5.653
SP;3509254;Cajati;;;;;;3.293;;4.735
SP;3509304;Cajobi;1.7;;2.5;;3.7;3.8;;4.746
SP;3509403;Cajuru;2.1;;3.2;;4.6;4.705;;5.571
SP;3509452;Campina do Monte Alegre;;;;;;3.364;;4.504
SP;3509502;Campinas;4.2;;5.1;;6.8;6.765;;7.867
SP;3509601;Campo Limpo Paulista;2.7;;3.4;;4.8;4.835;;6.101
SP;3509700;Campos do Jordão;2.7;;3.6;;4.7;4.674;;5.691
SP;3509809;Campos Novos Paulista;1.7;;2.3;;3.8;3.613;;4.65
SP;3509908;Cananéia;1.6;;2.8;;4.2;4.226;;5.548
SP;3509957;Canas;;;;;;4.1;;5.213
SP;3510005;Cândido Mota;1.7;;2.8;;4.1;4.147;;5.242
SP;3510104;Cândido Rodrigues;2.2;;2.9;;3.5;3.785;;4.949
SP;3510153;Canitar;;;;;;2.855;;4.056
SP;3510203;Capão Bonito;1.6;;2.4;;3.4;3.601;;4.699
SP;3510302;Capela do Alto;0.9;;2.2;;3.7;3.65;;4.504
SP;3510401;Capivari;2.8;;3.8;;4.9;4.932;;5.99
SP;3510500;Caraguatatuba;2.5;;3.6;;4.9;4.948;;6.254
SP;3510609;Carapicuíba;2.4;;3.5;;4.8;4.757;;6.001
SP;3510708;Cardoso;1.5;;2.7;;4;3.955;;5.017
SP;3510807;Casa Branca;3.3;;3.8;;5.4;5.441;;6.417
SP;3510906;Cássia dos Coqueiros;1.2;;2.9;;4.2;4.144;;5.337
SP;3511003;Castilho;1.8;;2.7;;4.1;4.051;;4.981
SP;3511102;Catanduva;2.8;;3.9;;5.2;5.295;;6.413
SP;3511201;Catiguá;1.5;;2;;3.6;3.503;;4.213
SP;3511300;Cedral;1.7;;2.6;;4.1;4.18;;5.474
SP;3511409;Cerqueira César;2.3;;3;;4.4;4.404;;5.401
SP;3511508;Cerquilho;2.6;;3.9;;5;5.016;;6.131
SP;3511607;Cesário Lange;1.7;;2.8;;4.4;4.303;;5.192
SP;3511706;Charqueada;2;;2.9;;4.2;4.159;;5.041
SP;3511904;Clementina;1.2;;2.7;;4.1;4.161;;5.241
SP;3512001;Colina;2.1;;3.4;;4.5;4.49;;5.451
SP;3512100;Colômbia;1.7;;2.6;;3.7;3.6;;4.539
SP;3512209;Conchal;2;;2.7;;3.9;3.871;;4.555
SP;3512308;Conchas;2.5;;3.5;;4.8;4.771;;5.972
SP;3512407;Cordeirópolis;2.6;;3.3;;4.7;4.666;;5.895
SP;3512506;Coroados;1.3;;2.3;;3.4;3.803;;5.146
SP;3512605;Coronel Macedo;1.7;;1.8;;3;3.042;;3.884
SP;3512704;Corumbataí;1.9;;2.9;;3.8;3.773;;4.927
SP;3512803;Cosmópolis;2.3;;3.3;;4.4;4.411;;5.861
SP;3512902;Cosmorama;1.5;;2.3;;3.6;3.551;;4.558
SP;3513009;Cotia;2.4;;3.9;;5.1;5.147;;6.419
SP;3513108;Cravinhos;2.3;;3.1;;4.7;4.704;;5.874
SP;3513207;Cristais Paulista;1.8;;3;;3.6;3.759;;4.978
SP;3513306;Cruzália;1.6;;2.9;;5;4.032;;5.413
SP;3513405;Cruzeiro;3.2;;4.4;;5.9;5.924;;7.096
SP;3513504;Cubatão;2.4;;3.5;;4.9;4.921;;6.165
SP;3513603;Cunha;1.4;;2;;3.2;3.211;;4.152
SP;3513702;Descalvado;2.6;;3.6;;4.9;4.903;;5.935
SP;3513801;Diadema;2.4;;3.3;;4.7;4.695;;6.167
SP;3513850;Dirce Reis;;;;;;2.68;;4.242
SP;3513900;Divinolândia;1.5;;2.5;;3.7;3.702;;4.719
SP;3514007;Dobrada;2.1;;2.4;;3.4;3.429;;4.483
SP;3514106;Dois Córregos;2.3;;3.2;;4.4;4.397;;5.257
SP;3514205;Dolcinópolis;0.7;;1.4;;3.3;3.288;;4.321
SP;3514304;Dourado;1.9;;2.9;;4.4;4.411;;5.187
SP;3514403;Dracena;2.2;;3.5;;5;4.989;;6.236
SP;3514502;Duartina;2.3;;2.9;;4.3;4.321;;5.195
SP;3514601;Dumont;2.1;;2.8;;4.5;4.351;;5.421
SP;3514700;Echaporã;1.6;;2.6;;4.2;4.104;;5.217
SP;3514809;Eldorado;1.2;;1.9;;3.4;3.38;;4.665
SP;3514908;Elias Fausto;1.9;;2.4;;3.5;3.462;;4.477
SP;3514924;Elisiário;;;;;;3.076;;4.241
SP;3514957;Embaúba;;;;;;3.41;;4.457
SP;3515004;Embu;2.1;;2.9;;4;4.023;;5.566
SP;3515103;Embu-Guaçu;1.8;;2.8;;4;3.972;;5.823
SP;3515129;Emilianópolis;;;;;;3.34;;4.812
SP;3515152;Engenheiro Coelho;;;;;;3.589;;5.284
SP;3515186;Espírito Santo do Pinhal;2.8;;3.7;;5.2;5.249;;6.282
SP;3515194;Espírito Santo do Turvo;;;;;;3.337;;4.387
SP;3515202;Estrela d'Oeste;1.4;;2.7;;4;4.009;;5.23
SP;3515301;Estrela do Norte;1;;1.8;;3.5;3.623;;4.618
SP;3515350;Euclides da Cunha Paulista;;;;;;3.132;;4.434
SP;3515400;Fartura;2;;2.7;;4;4.041;;5.135
SP;3515509;Fernandópolis;2.1;;3.5;;5;4.964;;6.188
SP;3515608;Fernando Prestes;1.5;;2.6;;3.7;3.682;;4.734
SP;3515657;Fernão;;;;;;2.865;;4.566
SP;3515707;Ferraz de Vasconcelos;2.3;;3.1;;4.3;4.325;;5.748
SP;3515806;Flora Rica;1.2;;2;;3.4;3.532;;4.715
SP;3515905;Floreal;1.3;;2.8;;4.2;4.241;;5.048
SP;3516002;Flórida Paulista;1.3;;2.2;;3.8;3.831;;4.541
SP;3516101;Florínia;1.3;;2.3;;3.7;3.803;;4.864
SP;3516200;Franca;3.2;;4.3;;5.6;5.624;;6.586
SP;3516309;Francisco Morato;2;;2.7;;3.7;3.742;;4.694
SP;3516408;Franco da Rocha;1.2;;3.6;;4.3;4.283;;5.442
SP;3516507;Gabriel Monteiro;1.2;;2.4;;3.9;3.922;;5.294
SP;3516606;Gália;1.4;;2.4;;3.5;3.544;;4.934
SP;3516705;Garça;2.1;;3;;4.5;4.524;;5.857
SP;3516804;Gastão Vidigal;1.4;;2.6;;3.9;3.855;;4.836
SP;3516853;Gavião Peixoto;;;;;;3.507;;4.297
SP;3516903;General Salgado;1.1;;2.4;;4.1;4.387;;5.308
SP;3517000;Getulina;1.6;;2.6;;4;3.989;;5.199
SP;3517109;Glicério;1.7;;2.4;;3.4;3.548;;4.94
SP;3517208;Guaiçara;1.9;;2.8;;4.2;4.145;;5.515
SP;3517307;Guaimbê;1.9;;2.2;;4.1;3.984;;4.985
SP;3517406;Guaíra;2.1;;3;;4.3;4.266;;5.386
